Structure [idcode]	Molecule Name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Polar Surface Area	Mutagenic	Tumorigenic	Irritant	Non-H Atoms	Stereo Centers	Rotatable Bonds	Smiles	InChI	InChI-Key	
fmwpaBEVWxHLQpPj[]dTRVRRRRdLTRbuFMGM\@DuUK@@@@@ar@	1ydt	446.368	1.7468	-4.439	5	1	289.11	72.02	none	none	none	27	0	7	O=S(c1cccc2cnccc12)([N-]CC[NH2+]C/C=C/c(cc1)ccc1Br)=O	InChI=1S/C20H19BrN3O2S/c21-18-8-6-16(7-9-18)3-2-11-22-13-14-24-27(25,26)20-5-1-4-17-15-23-12-10-19(17)20/h1-10,12,15,22H,11,13-14H2/q-1/p+1	TWMWVWMXBWQTMU-UHFFFAOYSA-O	
ea]TND@LJhDOHej^P@bpHrRPqQIIQQSKQUZJZIIKRfIYEPdxlkUAPSTUUS@@@QBBBdB`@	2qi1	582.696	3.5691	-4.135	9	4	424.16	173.02	none	none	none	40	2	11	COc1cccc(S(N(C[C@H]([C@H](Cc2ccccc2)NC(c(cc2)cc(O)c2O)=O)O)Cc2cccs2)(=O)=O)c1	InChI=1S/C29H30N2O7S2/c1-38-22-9-5-11-24(17-22)40(36,37)31(18-23-10-6-14-39-23)19-28(34)25(15-20-7-3-2-4-8-20)30-29(35)21-12-13-26(32)27(33)16-21/h2-14,16-17,25,28,32-34H,15,18-19H2,1H3,(H,30,35)/t25-,28+/m0/s1	VEWOLYUNGFMYJI-LBNVMWSVSA-N	
fj}qBBEYJPFHSlsdTTVbTJRRrcAFlFLDDTt@S@@@@	1o3i	344.211	1.8653	-4.07	4	3	207.69	90.46	none	none	none	21	0	2	Cc(cc1-c2cc(cc(cc3)C(N)=[NH2+])c3[nH]2)cc(Br)c1[O-]	InChI=1S/C16H14BrN3O/c1-8-4-11(15(21)12(17)5-8)14-7-10-6-9(16(18)19)2-3-13(10)20-14/h2-7,20-21H,1H3,(H3,18,19)	BVTBOJXEAPSOEB-UHFFFAOYSA-N	
eaUTBA@LFhD@m`@cRP\BLi@ZPidFYCfPrRPqQIQJJYIZJkQSIJKRVIEUPdkUATDtUUTpHTUBHJRJPOP	2qhz	606.607	4.9364	-5.657	6	2	414.92	123.33	none	none	none	40	2	11	C/C(/C(F)(F)F)=C\C(N[C@@H](Cc1ccccc1)[C@@H](CN(Cc1cccs1)S(c(cc(c(F)c1)F)c1F)(=O)=O)O)=O	InChI=1S/C26H24F6N2O4S2/c1-16(26(30,31)32)10-25(36)33-22(11-17-6-3-2-4-7-17)23(35)15-34(14-18-8-5-9-39-18)40(37,38)24-13-20(28)19(27)12-21(24)29/h2-10,12-13,22-23,35H,11,14-15H2,1H3,(H,33,36)/t22-,23+/m0/s1	ZDEYHQOBNVRHPY-XZOQPEGZSA-N	
eh\\FH@LHohDNOJg`@cIICEDdeEODeELdeh]CKGMkejijjjjXHHZXPT`T@@	2psv	477.580	1.1447	-2.45	9	3	358.94	137.33	none	none	none	33	2	12	CNC(CCC(N[C@@H](Cc1ccccc1)[C@@H](CN(CC1CC1)S(c1ccco1)(=O)=O)O)=O)=O	InChI=1S/C23H31N3O6S/c1-24-21(28)11-12-22(29)25-19(14-17-6-3-2-4-7-17)20(27)16-26(15-18-9-10-18)33(30,31)23-8-5-13-32-23/h2-8,13,18-20,27H,9-12,14-16H2,1H3,(H,24,28)(H,25,29)/t19-,20+/m0/s1	IKOPFHKAECNGQI-VQTJNVASSA-N	
en]^L@HNMNekjVPDJJYrJIIYQQRIJGKSIIYQIYQsrHihZYYGEjjZBh@@ajh@IhH@`x`	1g2l	526.619	2.8957	-3.799	10	3	388.59	142.24	none	none	none	39	0	12	CCOC(CO/N=C(\C1(CC1)c(cc1)cc2c1n(C)c(CNc(cc1)ccc1C(N)=[NH2+])n2)/c1ncccc1)=O	InChI=1S/C29H31N7O3/c1-3-38-26(37)18-39-35-27(22-6-4-5-15-32-22)29(13-14-29)20-9-12-24-23(16-20)34-25(36(24)2)17-33-21-10-7-19(8-11-21)28(30)31/h4-12,15-16,33H,3,13-14,17-18H2,1-2H3,(H3,30,31)/p+1	RNOYCNIZOAIUSV-UHFFFAOYSA-O	
egdRDHDAHckmK@IBJSiRYWVYoYV]}jFCG@hbnieh@JifjjB@fJb`rNKrARI@@	1oyt	408.476	-0.2184	-2.51	6	3	286.13	93.43	none	none	none	30	5	4	NC(c1ccc([C@@H]([C@H]2C(N3Cc(cc4)ccc4F)=O)[N@@H+](CCC4)[C@@H]4[C@@H]2C3=O)cc1)=[NH2+]	InChI=1S/C23H23FN4O2/c24-16-9-3-13(4-10-16)12-28-22(29)18-17-2-1-11-27(17)20(19(18)23(28)30)14-5-7-15(8-6-14)21(25)26/h3-10,17-20H,1-2,11-12H2,(H3,25,26)/p+2/t17-,18-,19-,20+/m1/s1	GJYCQHGTXMVIBG-WTGUMLROSA-P	
dg~BbLkSl@cIrQQPiQIXpsSUUUURQetER`@	2epn	220.268	-1.2801	-0.239	5	4	133.02	109.19	none	none	none	14	5	1	CC(S[C@H]1O[C@H](CO)[C@H]2O)=[NH+][C@@H]1[C@H]2O	InChI=1S/C8H13NO4S/c1-3-9-5-7(12)6(11)4(2-10)13-8(5)14-3/h4-8,10-12H,2H2,1H3/p+1/t4-,5+,6+,7+,8-/m1/s1	DRHXTSWSUAJOJZ-IMFYSGRJSA-O	
e`R^@@H@JEGNgogirQQQIIKYQQIQQYEZXTBZESU][WREAQTE@C@PtD@@@	1g36	424.530	2.9406	-1.718	7	3	313.48	99.28	none	none	none	32	0	6	Cc1nc(cccc2)c2n1Cc(cc1)cc2c1n(C)c(CNc(cc1)ccc1C(N)=[NH2+])n2	InChI=1S/C25H25N7/c1-16-29-20-5-3-4-6-23(20)32(16)15-17-7-12-22-21(13-17)30-24(31(22)2)14-28-19-10-8-18(9-11-19)25(26)27/h3-13,28H,14-15H2,1-2H3,(H3,26,27)/p+1	IRKPNOLLMNHSOU-UHFFFAOYSA-O	
edRRL@DDO`XPGOOiagHheEDeMheeELdeMMBiXL\m\uAPTMT@@DDt@`QND@@	1f0u	460.576	-0.1058	-4.782	7	4	346.59	134.65	none	none	none	34	2	10	C[C@H]([C@@H](Cc1cc(C(N)=[NH2+])ccc1)C(OC)=O)NC(c(cc1)ccc1-c1cc(C[NH3+])ccc1)=O	InChI=1S/C27H30N4O3/c1-17(24(27(33)34-2)15-18-5-3-8-23(13-18)25(29)30)31-26(32)21-11-9-20(10-12-21)22-7-4-6-19(14-22)16-28/h3-14,17,24H,15-16,28H2,1-2H3,(H3,29,30)(H,31,32)/p+2/t17-,24-/m1/s1	XFKVLKLCLYJKNF-MZNJEOGPSA-P	
ejyzFAHLG@ohxDIeg`p@`hHedEYCVPSdLy@nPBgIICEEDdheEhTeHehXhbdeHlthiKLo@nkfSQ[Uj`jBhB`ehX@`BhJZh`DJEI@@	2qnn	784.777	3.6126	-5.593	11	3	516.04	194.31	none	none	none	53	2	12	NC(c(cc1)ccc1S(N(Cc1ccc(C(F)(F)F)cc1)[C@@H](C[NH2+]C1)[C@H]1N(Cc1ccc(C(F)(F)F)cc1)S(c(cc1)ccc1C(N)=O)(=O)=O)(=O)=O)=O	InChI=1S/C34H31F6N5O6S2/c35-33(36,37)25-9-1-21(2-10-25)19-44(52(48,49)27-13-5-23(6-14-27)31(41)46)29-17-43-18-30(29)45(20-22-3-11-26(12-4-22)34(38,39)40)53(50,51)28-15-7-24(8-16-28)32(42)47/h1-16,29-30,43H,17-20H2,(H2,41,46)(H2,42,47)/p+1/t29-,30-/m0/s1	QVMBQAVVCRRZFT-KYJUHHDHSA-O	
ffciBDLDEYuPAFIrQQSJKKPjIKXXZvRttpPE@AP@@@	1pxn	314.392	1.3323	-4.125	6	4	227.82	112.45	none	none	none	22	0	4	Cc1c(-c2nc(Nc(cc3)ccc3O)ncc2)sc(NC)[nH+]1	InChI=1S/C15H15N5OS/c1-9-13(22-15(16-2)18-9)12-7-8-17-14(20-12)19-10-3-5-11(21)6-4-10/h3-8,21H,1-2H3,(H,16,18)(H,17,19,20)/p+1	OTMLAWRVLMYMDF-UHFFFAOYSA-O	
foAPB`EZAbDqFX`lRpPdsMwn|ehtDQEMD@@	1zog	479.816	4.8793	-5.78	2	1	200.46	53.98	high	low	none	15	0	1	CSc([nH]c1c(c(Br)c2Br)Br)nc1c2Br	InChI=1S/C8H4Br4N2S/c1-15-8-13-6-4(11)2(9)3(10)5(12)7(6)14-8/h1H3,(H,13,14)	ZIGJZZDDPXRGTL-UHFFFAOYSA-N	
figI@BMFzL@N{JSLsK[kn{\TzO`ekAD@LE@AL@@@@	1o3d	328.374	1.9084	-5.031	5	3	235.32	103.35	none	none	none	25	0	3	NC(c(cc1)cc2c1nc(-c1cccc(-c3ccccc3)c1[O-])[nH]2)=[NH2+]	InChI=1S/C20H16N4O/c21-19(22)13-9-10-16-17(11-13)24-20(23-16)15-8-4-7-14(18(15)25)12-5-2-1-3-6-12/h1-11,25H,(H3,21,22)(H,23,24)	LMGQGPVCSYOMNS-UHFFFAOYSA-N	
eoPrEHLJOLoaIEHnjU]S[P@bSm^m{IEeDhiTdeMDeEBeLeMEEEhhckiWZjifjiji`@jhF`Y`DBDe@@	1nz7	669.730	-5.5683	-5.435	14	3	513.89	253.3	none	none	none	47	2	19	CCc(cc(C[C@@H](C(NCCCCC(N[C@@H](CCSC)C([O-])=O)=O)=O)NC(C)=O)cc1)c1N(C(C([O-])=O)=O)c(cccc1)c1C([O-])=O	InChI=1S/C32H40N4O10S/c1-4-21-17-20(12-13-25(21)36(29(40)32(45)46)26-10-6-5-9-22(26)30(41)42)18-24(34-19(2)37)28(39)33-15-8-7-11-27(38)35-23(31(43)44)14-16-47-3/h5-6,9-10,12-13,17,23-24H,4,7-8,11,14-16,18H2,1-3H3,(H,33,39)(H,34,37)(H,35,38)(H,41,42)(H,43,44)(H,45,46)/p-3/t23-,24-/m0/s1	JYWLVKREVMTEJA-ZEQRLZLVSA-K	
eg`\JHLECkbG@hd`IARXnNgHhhhehhdhdeFelhqHeeLmAAQUTuPPDqBGDD`@	2bz6	418.444	-0.8229	-2.879	8	3	293.27	136.04	none	none	none	30	2	9	CCOc(cc1[C@H](C([O-])=O)[NH2+]c(cc2)ccc2C(N)=[NH2+])cc(O[C@H]2COCC2)c1F	InChI=1S/C21H24FN3O5/c1-2-29-15-9-16(18(22)17(10-15)30-14-7-8-28-11-14)19(21(26)27)25-13-5-3-12(4-6-13)20(23)24/h3-6,9-10,14,19,25H,2,7-8,11H2,1H3,(H3,23,24)(H,26,27)/p+1/t14-,19-/m1/s1	PGYOHIAQCFZQDK-AUUYWEPGSA-O	
ei[ZD@DDJEhTPIeiagHheDheDddeDbdeLiEMxdaEHfdjacnQVjZhB@@@JbjZ@@@@@@	1lpg	547.701	-0.2842	-4.483	7	3	411.57	94.87	none	none	none	41	0	10	C[N+](C)(C)c1ccc(CNC(c2cc(cc(cc3)OCc4ccccc4)c3n2Cc2cc(C(N)=[NH2+])ccc2)=O)cc1	InChI=1S/C34H35N5O2/c1-39(2,3)29-14-12-24(13-15-29)21-37-34(40)32-20-28-19-30(41-23-25-8-5-4-6-9-25)16-17-31(28)38(32)22-26-10-7-11-27(18-26)33(35)36/h4-20H,21-23H2,1-3H3,(H3-,35,36,37,40)/p+2	UFKJQTGPBFWMGT-UHFFFAOYSA-P	
egh\D@HDJH`MhirJIQQQIIIYQKKQRrZVQIUCGMTuUQD@PUDPHDRJ@@	2bq7	406.548	1.7691	-3.506	5	2	337.45	47.7	none	none	none	30	0	6	CC(C)[N@H+](CC1)CC[C@@H]1NC(c1cc(cccc2)c2n1Cc1cc(OC)ccc1)=O	InChI=1S/C25H31N3O2/c1-18(2)27-13-11-21(12-14-27)26-25(29)24-16-20-8-4-5-10-23(20)28(24)17-19-7-6-9-22(15-19)30-3/h4-10,15-16,18,21H,11-14,17H2,1-3H3,(H,26,29)/p+1	GIPCBGDQVGKMPO-UHFFFAOYSA-O	
elZVLHHLGFe`XXDK@@`F\ddJbbbTRbLRaRTvJbLbRzfnVhJ@Z@jbjjf`hJD@@	1fpc	503.690	2.9954	-3.73	9	4	368.15	141.74	high	high	none	35	1	9	CCC(CC1)CCN1C([C@H](CCCNC(N)=[NH2+])NS(c(c1ccc2)cccc1c2N(C)C)(=O)=O)=O	InChI=1S/C25H38N6O3S/c1-4-18-13-16-31(17-14-18)24(32)21(10-7-15-28-25(26)27)29-35(33,34)23-12-6-8-19-20(23)9-5-11-22(19)30(2)3/h5-6,8-9,11-12,18,21,29H,4,7,10,13-17H2,1-3H3,(H4,26,27,28)/p+1/t21-/m0/s1	IIYZWOIELWZHJV-NRFANRHFSA-O	
eo`XF@@D@FGOHjlbbbbbtbburTVRRRTBn^Zijjfjijjjj@a@@	1fki	437.575	4.7013	-4.004	7	0	355.39	89.98	none	none	high	31	1	0	CC(C)(COC(CCCCCCCCCCCOC([C@H](CCCC1)N1C1=O)=O)=O)C1=O	InChI=1S/C24H39NO6/c1-24(2)18-31-20(26)15-10-8-6-4-3-5-7-9-13-17-30-23(29)19-14-11-12-16-25(19)22(28)21(24)27/h19H,3-18H2,1-2H3/t19-/m0/s1	VUCSBBBCFXBFFY-IBGZPJMESA-N	
fewqBBNBTDDQrP}dTTRbQVTTVffRYKQdeGNBAbjBB@@D@@@	1gj6	361.831	3.0614	-5.714	4	3	251.98	90.46	none	none	none	26	0	3	NC(c(cc(cc(-c(cccc1-c2ccccc2)c1[O-])[nH]1)c1c1)c1Cl)=[NH2+]	InChI=1S/C21H16ClN3O/c22-17-11-18-13(9-16(17)21(23)24)10-19(25-18)15-8-4-7-14(20(15)26)12-5-2-1-3-6-12/h1-11,25-26H,(H3,23,24)	FEKRWNWZMOSVBX-UHFFFAOYSA-N	
eg_VNHDJMHek`XDECAlRPOACeirRPqIJJJ[PiJJJHqKHqSIJQ_@rvmUULuUUTtuMSAATQP@lIYLeM@@	1gvw	662.766	0.0651	-3.005	13	6	509.81	205.5	none	none	none	46	5	19	CC[C@H](C)CNC(C[P@]([C@H](CC(C)C)NC([C@H](Cc1c[nH]c[nH+]1)NC([C@H](Cc1ccccc1)NC(OC(C)(C)C)=O)=O)=O)([O-])=O)=O	InChI=1S/C32H51N6O7P/c1-8-22(4)17-34-27(39)19-46(43,44)28(14-21(2)3)38-30(41)26(16-24-18-33-20-35-24)36-29(40)25(15-23-12-10-9-11-13-23)37-31(42)45-32(5,6)7/h9-13,18,20-22,25-26,28H,8,14-17,19H2,1-7H3,(H,33,35)(H,34,39)(H,36,40)(H,37,42)(H,38,41)(H,43,44)/t22-,25-,26-,28+/m0/s1	ZQDBBPUTYSTPQE-DYYCDWSUSA-N	
en]^L@HNMNekjVPDJJYrJIIYQQRIJGKSIIYQIYQsrHihZYYGEjjZBh@@ajh@IhH@`x`	1oyq	526.619	2.8957	-3.799	10	3	388.59	142.24	none	none	none	39	0	12	CCOC(CO/N=C(\C1(CC1)c(cc1)cc2c1n(C)c(CNc(cc1)ccc1C(N)=[NH2+])n2)/c1ncccc1)=O	InChI=1S/C29H31N7O3/c1-3-38-26(37)18-39-35-27(22-6-4-5-15-32-22)29(13-14-29)20-9-12-24-23(16-20)34-25(36(24)2)17-33-21-10-7-19(8-11-21)28(30)31/h4-12,15-16,33H,3,13-14,17-18H2,1-2H3,(H3,30,31)/p+1	RNOYCNIZOAIUSV-UHFFFAOYSA-O	
fjc@`@@ErJJQIFYJSKXgIJlyNVjjjjjjjnHQHJJQdzY`@	1x8j	290.445	3.6007	-4.325	2	1	215.28	37.3	none	none	none	21	7	0	C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)[C@@H]3C[C@@H]1O)C2=O	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13+,14+,15-,16-,18+,19+/m1/s1	QGXBDMJGAMFCBF-HCAUDJFTSA-N	
enYRB@@LF`XPDMJlbbRdTlVTTRTRJfbRbbrJF~IiYZjjjhJAh`hFhhDbaRQqSH@	1tcx	534.698	4.3177	-4.462	8	4	431.37	116.34	none	none	none	39	4	14	CC(C)[C@@H](c1ncc[nH]1)NC([C@@H](C[C@@H]([C@H](Cc1ccccc1)NC(OC(C)(C)C)=O)O)Cc1ccccc1)=O	InChI=1S/C31H42N4O4/c1-21(2)27(28-32-16-17-33-28)35-29(37)24(18-22-12-8-6-9-13-22)20-26(36)25(19-23-14-10-7-11-15-23)34-30(38)39-31(3,4)5/h6-17,21,24-27,36H,18-20H2,1-5H3,(H,32,33)(H,34,38)(H,35,37)/t24-,25+,26+,27+/m1/s1	QAHXABIFJPGWDD-WKAQUBQDSA-N	
e`|rNH@AIHgcGAmckePLSHhdleDhimDeHiEGElihdhhlkPqrZKj{{@AUSMUUUSMTE@E@@PQyLeCJT@@	2uy0	723.662	3.8884	-6.125	11	5	512.45	157.3	none	none	none	48	4	14	CC(C)(C)[C@@H](C(NN(Cc(cc1)ccc1Br)C(CC[C@@](Cc1ccccc1)(C(N[C@H]([C@@H](C1)O)c2c1cccc2)=O)O)=O)=O)NC(OC)=O	InChI=1S/C36H43BrN4O7/c1-35(2,3)31(39-34(46)48-4)32(44)40-41(22-24-14-16-26(37)17-15-24)29(43)18-19-36(47,21-23-10-6-5-7-11-23)33(45)38-30-27-13-9-8-12-25(27)20-28(30)42/h5-17,28,30-31,42,47H,18-22H2,1-4H3,(H,38,45)(H,39,46)(H,40,44)/t28-,30+,31-,36-/m1/s1	FPXYCCHKLAQWFU-AYZRFRAKSA-N	
fmwPQDLK`bJPAE`aOYIHUEEDheXkDedXMo]FmPLQRM@AY@@@	2d3u	397.454	1.3122	-6.196	6	1	288.01	146.71	none	none	none	27	0	4	Cc(cccc1)c1S(Nc1c(C([O-])=O)sc(-c(cc2)ccc2C#N)c1)(=O)=O	InChI=1S/C19H14N2O4S2/c1-12-4-2-3-5-17(12)27(24,25)21-15-10-16(26-18(15)19(22)23)14-8-6-13(11-20)7-9-14/h2-10,21H,1H3,(H,22,23)/p-1	RYXAHMSZLLIPRO-UHFFFAOYSA-M	
en]ZBDHLCMjVXDME`@aDHigIIBeEEDehhmDehShdidoBfnich\RZUjjAhJhjijjijJgBbAJy@@	1sb1	574.789	1.7464	-6.489	9	4	410.95	172.36	none	none	none	39	3	8	Nc1[nH+]c(CC[C@@H](C2)NC([C@H](CCC3)N3C([C@@H](CC3CCCCC3)NS(Cc3ccccc3)(=O)=O)=O)=O)c2s1	InChI=1S/C28H39N5O4S2/c29-28-31-22-14-13-21(17-25(22)38-28)30-26(34)24-12-7-15-33(24)27(35)23(16-19-8-3-1-4-9-19)32-39(36,37)18-20-10-5-2-6-11-20/h2,5-6,10-11,19,21,23-24,32H,1,3-4,7-9,12-18H2,(H2,29,31)(H,30,34)/p+1/t21-,23+,24-/m0/s1	NDUXGCVVZVFTSJ-QTJGBDASSA-O	
ei[ZBDHLG@aaXDIe`@`hHBgIICEEDdheEhTeHdxiddmkLo@nklVZ^Uj`jBhB`eh@@@H`DJEI@@	2r3w	592.763	2.3868	-4.011	9	3	421.62	160.17	none	none	none	41	2	8	Nc(cc1)ccc1S(N(Cc1ccccc1)[C@@H](C[NH2+]C1)[C@H]1N(Cc1ccccc1)S(c(cc1)ccc1N)(=O)=O)(=O)=O	InChI=1S/C30H33N5O4S2/c31-25-11-15-27(16-12-25)40(36,37)34(21-23-7-3-1-4-8-23)29-19-33-20-30(29)35(22-24-9-5-2-6-10-24)41(38,39)28-17-13-26(32)14-18-28/h1-18,29-30,33H,19-22,31-32H2/p+1/t29-,30-/m0/s1	XDDOZTWMJWWMBF-KYJUHHDHSA-O	
fhi`pD@`qrQkAgIEDeDimDZB|FjjjjjidHQTSHIJP@	1fh8	250.270	-2.4559	-0.156	7	5	169.68	115.99	none	none	none	17	6	2	O[C@H](C[NH2+]CC1)[C@@H]1O[C@@H]([C@@H]([C@H]1O)O)OC[C@H]1O	InChI=1S/C10H19NO6/c12-5-3-11-2-1-7(5)17-10-9(15)8(14)6(13)4-16-10/h5-15H,1-4H2/p+1/t5-,6+,7-,8-,9-,10+/m1/s1	PUJTYTFSMIAUAX-AFNXEJLXSA-O	
fkH`FGKv\BD\nSrdwLjmmjsZvjv^sNuPPTPPA@L@Pp`@	1xka	389.478	0.7085	-4.054	6	4	283.17	117.91	none	none	none	29	1	9	NC(c1cccc(-c2cccc([C@H](CCCNc3cc[nH+]cc3)C([O-])=O)c2)c1)=[NH2+]	InChI=1S/C23H24N4O2/c24-22(25)19-7-2-5-17(15-19)16-4-1-6-18(14-16)21(23(28)29)8-3-11-27-20-9-12-26-13-10-20/h1-2,4-7,9-10,12-15,21H,3,8,11H2,(H3,24,25)(H,26,27)(H,28,29)/p+1/t21-/m0/s1	FJEAIYBDDQAFGU-NRFANRHFSA-O	
ej^\B@DLGH`DMIgIf{HhdiEKEeEHdemECDdeja`\TRVjjjjBhFJ@@@@LJEIGEAT`	3aid	503.641	1.2823	-3.02	7	2	400.45	93.98	none	none	none	37	3	12	CC(C)(C)OC(N[C@@H](Cc1ccccc1)[C@H](C[N@@+](C)(Cc1ccccc1)/N=C(/c1ccccc1)\[O-])O)=O	InChI=1S/C30H37N3O4/c1-30(2,3)37-29(36)31-26(20-23-14-8-5-9-15-23)27(34)22-33(4,21-24-16-10-6-11-17-24)32-28(35)25-18-12-7-13-19-25/h5-19,26-27,34H,20-22H2,1-4H3,(H-,31,32,35,36)/t26-,27-,33+/m0/s1	KTCIZECZUWZDHY-ZTMGNVKNSA-N	
en]^L@HNMNekjVPDJJYrJIIYQQRIJGKSIIYQIYQsrHihZYYGEjjZBh@@ajh@IhH@`x`	1g30	526.619	2.8957	-3.799	10	3	388.59	142.24	none	none	none	39	0	12	CCOC(CO/N=C(\C1(CC1)c(cc1)cc2c1n(C)c(CNc(cc1)ccc1C(N)=[NH2+])n2)/c1ncccc1)=O	InChI=1S/C29H31N7O3/c1-3-38-26(37)18-39-35-27(22-6-4-5-15-32-22)29(13-14-29)20-9-12-24-23(16-20)34-25(36(24)2)17-33-21-10-7-19(8-11-21)28(30)31/h4-12,15-16,33H,3,13-14,17-18H2,1-2H3,(H3,30,31)/p+1	RNOYCNIZOAIUSV-UHFFFAOYSA-O	
ffcp`DD^rBNYrJIQQIIXiSJTxjqgMP@@ASUP@@@	1xk9	296.349	0.0701	-3.593	5	3	240.56	62.64	none	none	none	22	0	3	C[NH+](C)CC(Nc(cc1)cc(-c2c3cccc2)c1NC3=O)=O	InChI=1S/C17H17N3O2/c1-20(2)10-16(21)18-11-7-8-15-14(9-11)12-5-3-4-6-13(12)17(22)19-15/h3-9H,10H2,1-2H3,(H,18,21)(H,19,22)/p+1	UYJZZVDLGDDTCL-UHFFFAOYSA-O	
fkwqa`ENrZHpRBICD`nPwHGdLbdLRVRfbttRbedEJj@BfjZjfjDVbX@	1ele	427.344	2.2546	-4.196	6	3	294.09	87.3	none	none	none	29	2	8	CC(C)[C@@H](C(N[C@@H](C)C(Nc1ccc(C(F)(F)F)cc1)=O)=O)NC(C(F)(F)F)=O	InChI=1S/C17H19F6N3O3/c1-8(2)12(26-15(29)17(21,22)23)14(28)24-9(3)13(27)25-11-6-4-10(5-7-11)16(18,19)20/h4-9,12H,1-3H3,(H,24,28)(H,25,27)(H,26,29)/t9-,12-/m0/s1	XAJBYSREBDCYAJ-CABZTGNLSA-N	
eohVBDHLCNmkghDMF`@cHHngIIBeEEDeilhXTdeK@oDljejjAhJJfjihlJHDhd@@	1bhx	469.609	0.3729	-2.889	10	5	318.41	192.9	none	none	none	31	3	8	NC(NCCCNC([C@H](CS[C@H]1CC[C@H]2NS(Cc3ccccc3)(=O)=O)N1C2=O)=O)=[NH2+]	InChI=1S/C19H28N6O4S2/c20-19(21)23-10-4-9-22-17(26)15-11-30-16-8-7-14(18(27)25(15)16)24-31(28,29)12-13-5-2-1-3-6-13/h1-3,5-6,14-16,24H,4,7-12H2,(H,22,26)(H4,20,21,23)/p+1/t14-,15+,16-/m1/s1	SOIIHESTBYNJRH-OWCLPIDISA-O	
fj}QpDOYAcdcVCz\dTRTRftQbrhKt\ejjjjjjf[dHQTSHIJSh@	1fhd	303.290	-6.3244	1.545	9	6	199.9	139.28	none	none	none	21	7	2	O[C@H](CO[C@H]([C@@H]1O)O[C@H](C[n+]2c([C@@H]3O)[nH]cc2)[C@@H]3O)[C@@H]1O	InChI=1S/C12H18N2O7/c15-5-4-20-12(10(19)7(5)16)21-6-3-14-2-1-13-11(14)9(18)8(6)17/h1-2,5-10,12,15-19H,3-4H2/p+1/t5-,6+,7+,8-,9+,10+,12-/m0/s1	XFBMCAGSUXSLGT-BVOPEXODSA-O	
dg}HHEvpqBqFqAqDfYn}~gS`bHjR@@	2oxd	449.722	3.4521	-5.894	3	2	174.95	41.13	high	low	none	14	0	0	O=C(Nc1c(c(Br)c2Br)Br)Nc1c2Br	InChI=1S/C7H2Br4N2O/c8-1-2(9)4(11)6-5(3(1)10)12-7(14)13-6/h(H2,12,13,14)	BMVNFJCUHHTZQU-UHFFFAOYSA-N	
fis@`D@HQrS[Nlvl}M^BttsP@UUT@qbYB`	1nq7	339.497	4.7017	-4.796	2	0	293.36	40.13	none	none	none	25	0	6	CC(C)(C)c1cc(/C(/C)=C/C=C/C(/C)=C/C([O-])=O)cc(C(C)(C)C)c1	InChI=1S/C23H32O2/c1-16(12-21(24)25)10-9-11-17(2)18-13-19(22(3,4)5)15-20(14-18)23(6,7)8/h9-15H,1-8H3,(H,24,25)/p-1	JMPZTWDLOGTBPM-UHFFFAOYSA-M	
eiURIHDLIJ`XDAKobZV^P@bgn^rRPzJKJIIJYIJKQQQQZFHIKDUZjZ``bjj`YhFXBBa@@	1ony	588.636	-3.6023	-5.463	13	3	440.49	227.31	none	none	none	41	1	15	CCCCCNC([C@H](Cc(cc1)cc(CCC(N)=O)c1N(C(C([O-])=O)=O)c(cccc1)c1C([O-])=O)NS(C)(=O)=O)=O	InChI=1S/C27H34N4O9S/c1-3-4-7-14-29-24(33)20(30-41(2,39)40)16-17-10-12-21(18(15-17)11-13-23(28)32)31(25(34)27(37)38)22-9-6-5-8-19(22)26(35)36/h5-6,8-10,12,15,20,30H,3-4,7,11,13-14,16H2,1-2H3,(H2,28,32)(H,29,33)(H,35,36)(H,37,38)/p-2/t20-/m0/s1	WDKAFFZDQOYIOQ-FQEVSTJZSA-L	
ei[VJDLJFGobZRODck`I@rPnyzRYrJJJIJIQIZIJEJJFINZZKbRKhhZGEdVBHbhJhJbAfBFjHF@I@@	1qb1	565.555	-3.2615	-7.316	11	4	391.18	166.23	none	none	none	41	1	8	C[n+]1c(-c2cccc(Oc(c(F)c3N(CCC4)C[C@@H]4C([O-])=O)nc(Oc(cc(cc4)C(N)=[NH2+])c4O)c3F)c2)[nH]cc1	InChI=1S/C28H26F2N6O5/c1-35-11-9-33-25(35)16-4-2-6-18(12-16)40-26-21(29)23(36-10-3-5-17(14-36)28(38)39)22(30)27(34-26)41-20-13-15(24(31)32)7-8-19(20)37/h2,4,6-9,11-13,17H,3,5,10,14H2,1H3,(H5,31,32,37,38,39)/p+1/t17-/m1/s1	BRMNPRULDJCYIC-QGZVFWFLSA-O	
